Year,Topic groups,Topic categories 1,Topic categories 2,Topic categories 3,Suppression,Total,County totals
2015,Residence county by place of occurrence,Multnomah,Linn,,,52,134
2015,Residence county by place of occurrence,Multnomah,Wasco,,,32,33
2018,Residence county by place of occurrence,Multnomah,Josephine,,,10,174
2018,Residence county by place of occurrence,Marion,Yamhill,,,44,149
2020,Residence county by place of occurrence,Multnomah,Marion,,,174,624
2018,Residence county by place of occurrence,Washington,Clackamas,,,15,677
2019,Residence county by place of occurrence,Marion,Lane,,,9,767
2019,Residence county by place of occurrence,Multnomah,Clatsop,,,42,47
2018,Residence county by place of occurrence,Josephine,Out-of-state,,,1,828
2018,Residence county by place of occurrence,Marion,Linn,,,60,138
2016,Residence county by place of occurrence,Jackson,Linn,,,1,164
2017,Residence county by place of occurrence,Multnomah,Gilliam,,,1,1
2015,Residence county by place of occurrence,Multnomah,Lincoln,,,40,83
2015,Residence county by place of occurrence,Deschutes,Wheeler,,,1,2
2017,Residence county by place of occurrence,Marion,Josephine,,,1,117
2019,Residence county by place of occurrence,Multnomah,Polk,,,17,106
2017,Residence county by place of occurrence,Lane,Deschutes,,,1,371
2016,Residence county by place of occurrence,Clackamas,Lincoln,,,3,62
2018,Residence county by place of occurrence,Marion,Klamath,,,1,95
2017,Residence county by place of occurrence,Marion,Deschutes,,,1,371
2019,Residence county by place of occurrence,Jackson,Deschutes,,,1,400
2020,Residence county by place of occurrence,Josephine,Jackson,,,20,248
2016,Residence county by place of occurrence,Clackamas,Linn,,,5,164
2015,Residence county by place of occurrence,Jackson,Douglas,,,9,122
2019,Residence county by place of occurrence,Benton,Benton,,,7,117
2019,Residence county by place of occurrence,Multnomah,Umatilla,,,13,17
2018,Residence county by place of occurrence,Deschutes,Baker,,,1,5
2018,Residence county by place of occurrence,Clackamas,Out-of-state,,,36,828
2020,Residence county by place of occurrence,Multnomah,Malheur,,,3,12
2019,Residence county by place of occurrence,Washington,Washington,,,332,913
2020,Residence county by place of occurrence,Multnomah,Polk,,,32,99
2018,Residence county by place of occurrence,Washington,Clatsop,,,11,64
2017,Residence county by place of occurrence,Deschutes,Josephine,,,2,117
2016,Residence county by place of occurrence,Multnomah,Jefferson,,,5,39
2017,Residence county by place of occurrence,Lane,Lane,,,506,620
2019,Residence county by place of occurrence,Marion,Deschutes,,,2,400
2020,Residence county by place of occurrence,Deschutes,Grant,,,5,7
2016,Residence county by place of occurrence,Clackamas,Marion,,,54,605
2020,Residence county by place of occurrence,Jackson,Lane,,,12,468
2019,Residence county by place of occurrence,Deschutes,Out-of-state,,,14,795
2020,Residence county by place of occurrence,Clackamas,Clackamas,,,219,549
2020,Residence county by place of occurrence,Lane,Linn,,,17,119
2019,Residence county by place of occurrence,Deschutes,Deschutes,,,364,400
2018,Residence county by place of occurrence,Multnomah,Deschutes,,,36,394
2017,Residence county by place of occurrence,Washington,Clackamas,,,31,721
2017,Residence county by place of occurrence,Clackamas,Clatsop,,,2,67
2019,Residence county by place of occurrence,Marion,Jackson,,,1,403
2019,Residence county by place of occurrence,Lane,Lane,,,676,767
2018,Residence county by place of occurrence,Multnomah,Coos,,,8,78
2017,Residence county by place of occurrence,Clackamas,Benton,,,1,101
2016,Residence county by place of occurrence,Washington,Lane,,,1,710
2017,Residence county by place of occurrence,Lane,Lincoln,,,7,68
2019,Residence county by place of occurrence,Multnomah,Gilliam,,,1,1
2019,Residence county by place of occurrence,Lane,Curry,,,9,31
2015,Residence county by place of occurrence,Jackson,Lane,,,7,709
2020,Residence county by place of occurrence,Marion,Deschutes,,,3,365
2018,Residence county by place of occurrence,Josephine,Linn,,,2,138
2015,Residence county by place of occurrence,Marion,Lane,,,10,709
2019,Residence county by place of occurrence,Multnomah,Marion,,,189,701
2018,Residence county by place of occurrence,Jackson,Marion,,,1,670
2016,Residence county by place of occurrence,Lane,Jackson,,,29,371
2018,Residence county by place of occurrence,Washington,Linn,,,2,138
2016,Residence county by place of occurrence,Washington,Klamath,,,1,72
2020,Residence county by place of occurrence,Clackamas,Josephine,,,1,107
2015,Residence county by place of occurrence,Clackamas,Yamhill,,,2,144
2018,Residence county by place of occurrence,Clackamas,Tillamook,,,1,30
2016,Residence county by place of occurrence,Multnomah,Morrow,,,5,5
2017,Residence county by place of occurrence,Lane,Columbia,,,1,83
2020,Residence county by place of occurrence,Jackson,Umatilla,,,1,17
2018,Residence county by place of occurrence,Jackson,Out-of-state,,,11,828
2020,Residence county by place of occurrence,Marion,Yamhill,,,25,122
2020,Residence county by place of occurrence,Marion,Jackson,,,1,248
2019,Residence county by place of occurrence,Josephine,Jackson,,,17,403
2018,Residence county by place of occurrence,Clackamas,Lane,,,2,742
2016,Residence county by place of occurrence,Deschutes,Out-of-state,,,14,947
2020,Residence county by place of occurrence,Deschutes,Harney,,,5,6
2020,Residence county by place of occurrence,Deschutes,Coos,,,1,61
2017,Residence county by place of occurrence,Multnomah,Curry,,,7,19
2019,Residence county by place of occurrence,Marion,Douglas,,,1,153
2017,Residence county by place of occurrence,Clackamas,Clackamas,,,185,721
2018,Residence county by place of occurrence,Deschutes,Marion,,,2,670
2016,Residence county by place of occurrence,Deschutes,Baker,,,3,4
2016,Residence county by place of occurrence,Clackamas,Out-of-state,,,26,947
2015,Residence county by place of occurrence,Washington,Washington,,,363,1048
2018,Residence county by place of occurrence,Washington,Lincoln,,,2,74
2015,Residence county by place of occurrence,Washington,Linn,,,6,134
2019,Residence county by place of occurrence,Multnomah,Linn,,,41,177
2020,Residence county by place of occurrence,Washington,Linn,,,2,119
2018,Residence county by place of occurrence,Marion,Out-of-state,,,3,828
2016,Residence county by place of occurrence,Multnomah,Polk,,,31,100
2016,Residence county by place of occurrence,Jackson,Jackson,,,304,371
2015,Residence county by place of occurrence,Deschutes,Lane,,,3,709
2016,Residence county by place of occurrence,Marion,Polk,,,55,100
2018,Residence county by place of occurrence,Jackson,Josephine,,,90,174
2018,Residence county by place of occurrence,Washington,Washington,,,292,1017
2020,Residence county by place of occurrence,Marion,Lincoln,,,26,61
2016,Residence county by place of occurrence,Washington,Clatsop,,,21,76
2018,Residence county by place of occurrence,Josephine,Curry,,,5,23
2018,Residence county by place of occurrence,Washington,Polk,,,1,94
2019,Residence county by place of occurrence,Multnomah,Wallowa,,,1,2
2019,Residence county by place of occurrence,Washington,Multnomah,,,91,2633
2016,Residence county by place of occurrence,Clackamas,Yamhill,,,6,166
2018,Residence county by place of occurrence,Josephine,Josephine,,,47,174
2018,Residence county by place of occurrence,Clackamas,Umatilla,,,1,13
2020,Residence county by place of occurrence,Washington,Multnomah,,,76,2082
2019,Residence county by place of occurrence,Clackamas,Douglas,,,1,153
2015,Residence county by place of occurrence,Jackson,Lake,,,3,8
2019,Residence county by place of occurrence,Multnomah,Clackamas,,,317,588
2019,Residence county by place of occurrence,Deschutes,Wallowa,,,1,2
2019,Residence county by place of occurrence,Washington,Clackamas,,,24,588
2019,Residence county by place of occurrence,Multnomah,Benton,,,27,117
2015,Residence county by place of occurrence,Deschutes,Deschutes,,,284,313
2016,Residence county by place of occurrence,Lane,Clackamas,,,1,654
2018,Residence county by place of occurrence,Marion,Marion,,,378,670
2020,Residence county by place of occurrence,Deschutes,Clackamas,,,1,549
2018,Residence county by place of occurrence,Multnomah,Wasco,,,37,42
2016,Residence county by place of occurrence,Jackson,Clackamas,,,1,654
2017,Residence county by place of occurrence,Multnomah,Crook,,,3,22
2018,Residence county by place of occurrence,Marion,Benton,,,40,115
2016,Residence county by place of occurrence,Clackamas,Clatsop,,,1,76
2016,Residence county by place of occurrence,Lane,Josephine,,,17,159
2020,Residence county by place of occurrence,Deschutes,Out-of-state,,,9,672
2018,Residence county by place of occurrence,Multnomah,Lane,,,63,742
2018,Residence county by place of occurrence,Deschutes,Wheeler,,,1,1
2019,Residence county by place of occurrence,Multnomah,Lake,,,1,7
2016,Residence county by place of occurrence,Lane,Deschutes,,,3,365
2015,Residence county by place of occurrence,Multnomah,Morrow,,,1,1
2015,Residence county by place of occurrence,Deschutes,Lincoln,,,1,83
2019,Residence county by place of occurrence,Josephine,Out-of-state,,,4,795
2016,Residence county by place of occurrence,Lane,Lincoln,,,8,62
2015,Residence county by place of occurrence,Washington,Benton,,,14,92
2015,Residence county by place of occurrence,Benton,Linn,,,1,134
2017,Residence county by place of occurrence,Multnomah,Lincoln,,,32,68
2018,Residence county by place of occurrence,Lane,Wasco,,,1,42
2016,Residence county by place of occurrence,Deschutes,Deschutes,,,332,365
2017,Residence county by place of occurrence,Deschutes,Washington,,,3,1093
2019,Residence county by place of occurrence,Lane,Columbia,,,1,57
2018,Residence county by place of occurrence,Lane,Douglas,,,102,129
2018,Residence county by place of occurrence,Deschutes,Lake,,,3,6
2015,Residence county by place of occurrence,Deschutes,Klamath,,,4,72
2019,Residence county by place of occurrence,Multnomah,Josephine,,,16,179
2019,Residence county by place of occurrence,Clackamas,Linn,,,3,177
2015,Residence county by place of occurrence,Multnomah,Marion,,,275,593
2018,Residence county by place of occurrence,Josephine,Lane,,,2,742
2016,Residence county by place of occurrence,Marion,Clackamas,,,6,654
2020,Residence county by place of occurrence,Multnomah,Columbia,,,44,64
2015,Residence county by place of occurrence,Lane,Benton,,,14,92
2016,Residence county by place of occurrence,Multnomah,Wallowa,,,1,1
2015,Residence county by place of occurrence,Jackson,Jackson,,,311,400
2016,Residence county by place of occurrence,Washington,Benton,,,2,89
2018,Residence county by place of occurrence,Lane,Klamath,,,13,95
2017,Residence county by place of occurrence,Multnomah,Benton,,,31,101
2016,Residence county by place of occurrence,Multnomah,Jackson,,,37,371
2018,Residence county by place of occurrence,Benton,Benton,,,6,115
2017,Residence county by place of occurrence,Deschutes,Curry,,,1,19
2019,Residence county by place of occurrence,Josephine,Klamath,,,1,96
2017,Residence county by place of occurrence,Multnomah,Out-of-state,,,771,844
2017,Residence county by place of occurrence,Multnomah,Malheur,,,2,13
2020,Residence county by place of occurrence,Washington,Clackamas,,,25,549
2016,Residence county by place of occurrence,Marion,Deschutes,,,1,365
2015,Residence county by place of occurrence,Washington,Clackamas,,,40,596
2020,Residence county by place of occurrence,Multnomah,Wasco,,,24,30
2018,Residence county by place of occurrence,Deschutes,Wasco,,,3,42
2018,Residence county by place of occurrence,Jackson,Douglas,,,3,129
2019,Residence county by place of occurrence,Jackson,Lake,,,1,7
2015,Residence county by place of occurrence,Multnomah,Baker,,,1,3
2015,Residence county by place of occurrence,Lane,Out-of-state,,,5,964
2019,Residence county by place of occurrence,Multnomah,Yamhill,,,64,124
2019,Residence county by place of occurrence,Jackson,Multnomah,,,1,2633
2020,Residence county by place of occurrence,Clackamas,Lane,,,8,468
2020,Residence county by place of occurrence,Lane,Lincoln,,,9,61
2020,Residence county by place of occurrence,Clackamas,Hood River,,,2,27
2020,Residence county by place of occurrence,Lane,Marion,,,1,624
2016,Residence county by place of occurrence,Multnomah,Marion,,,207,605
2017,Residence county by place of occurrence,Lane,Linn,,,31,158
2015,Residence county by place of occurrence,Deschutes,Jefferson,,,23,30
2017,Residence county by place of occurrence,Lane,Multnomah,,,2,2629
2015,Residence county by place of occurrence,Deschutes,Josephine,,,2,113
2016,Residence county by place of occurrence,Marion,Marion,,,321,605
2017,Residence county by place of occurrence,Multnomah,Morrow,,,1,1
2020,Residence county by place of occurrence,Washington,Washington,,,254,827
2015,Residence county by place of occurrence,Deschutes,Baker,,,2,3
2018,Residence county by place of occurrence,Multnomah,Umatilla,,,11,13
2017,Residence county by place of occurrence,Jackson,Multnomah,,,2,2629
2015,Residence county by place of occurrence,Multnomah,Wheeler,,,1,2
2019,Residence county by place of occurrence,Marion,Clackamas,,,7,588
2016,Residence county by place of occurrence,Clackamas,Crook,,,1,30
2019,Residence county by place of occurrence,Clackamas,Hood River,,,8,41
